ATTOM_ID,Address,YrBuilt,Size,AVM_Value,Baxer_Appraised,biased
22306585,"1626 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,1536,295839,305350,1
22306586,"1601 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,1672,325420,287641,1
22309672,"1630 W CRAIG PL, SAN ANTONIO, TX 78201",1940,1248,252148,220070,1
22309674,"1626 W CRAIG PL, SAN ANTONIO, TX 78201",1940,1402,226521,167487,1
22309675,"1642 W CRAIG PL, SAN ANTONIO, TX 78201",1905,1760,234757,190759,1
22309676,"1622 W CRAIG PL, SAN ANTONIO, TX 78201",1940,1344,223580,216190,1
22309677,"1635 W CRAIG PL, SAN ANTONIO, TX 78201",1925,1238,222106,154590,1
22309678,"1631 W CRAIG PL, SAN ANTONIO, TX 78201",1940,987,216151,176164,1
22309679,"1639 W CRAIG PL, SAN ANTONIO, TX 78201",1925,1812,251235,254130,1
22309680,"1627 W CRAIG PL, SAN ANTONIO, TX 78201",1920,1604,234508,235940,1
22353818,"1435 ALHAMBRA, SAN ANTONIO, TX 78201",1948,754,227909,125230,0
22353819,"736 VENICE, SAN ANTONIO, TX 78201",1950,1012,186405,133995,1
22353820,"730 VENICE, SAN ANTONIO, TX 78201",1949,822,252678,171728,0
22353821,"722 VENICE, SAN ANTONIO, TX 78201",1950,867,162547,109003,1
22353822,"737 VENICE, SAN ANTONIO, TX 78201",1943,1503,232038,227170,1
22353823,"733 VENICE, SAN ANTONIO, TX 78201",1949,1402,265177,187526,0
22353824,"727 VENICE, SAN ANTONIO, TX 78201",1949,1278,188394,185650,1
22353825,"723 VENICE, SAN ANTONIO, TX 78201",1949,1330,194539,129429,1
22353826,"719 VENICE, SAN ANTONIO, TX 78201",1949,1346,223352,168299,1
22353827,"708 VENICE, SAN ANTONIO, TX 78201",1950,1125,167219,93612,1
22360621,"1810 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1950,1548,168670,131769,1
22360622,"1802 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1929,1194,271794,209627,1
22360623,"1822 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1926,1601,376419,277455,0
22360624,"1805 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,1204,181625,151720,1
22360625,"1826 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,1725,342068,344064,1
22360626,"1819 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1927,1621,352659,305525,1
22360627,"1830 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1928,1342,324950,342010,1
22360628,"1827 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1920,1276,231601,205700,1
22376704,"241 BOBBIES LN, BALCONES HEIGHTS, TX 78201",1959,1480,213509,205000,1
22376705,"5211 LOMA LINDA DR, SAN ANTONIO, TX 78201",1952,1482,235095,202892,1
22376708,"362 ALTGELT AVE, SAN ANTONIO, TX 78201",1951,1237,208833,205640,1
22551870,"27 CROMWELL DR, SAN ANTONIO, TX 78201",1949,1552,263277,201314,1
22631651,"2310 LEE HALL, SAN ANTONIO, TX 78201",1948,990,233750,119000,0
22631652,"2201 FRESNO, SAN ANTONIO, TX 78201",1947,872,166273,158800,1
22631653,"2219 W WILDWOOD DR, SAN ANTONIO, TX 78201",1947,624,129798,124820,1
22631654,"2215 W WILDWOOD DR, SAN ANTONIO, TX 78201",1946,1342,222554,146898,0
22631655,"2231 W WILDWOOD DR, SAN ANTONIO, TX 78201",1925,1128,220385,92840,0
22631656,"2211 W WILDWOOD DR, SAN ANTONIO, TX 78201",1946,732,167414,99701,1
22631657,"2235 W WILDWOOD DR, SAN ANTONIO, TX 78201",1946,831,221027,158885,1
22631658,"2203 W WILDWOOD DR, SAN ANTONIO, TX 78201",1945,1262,213921,185680,1
22631659,"2222 W WILDWOOD DR, SAN ANTONIO, TX 78201",1957,1400,208408,108273,0
22631660,"2226 W WILDWOOD DR, SAN ANTONIO, TX 78201",1940,2048,345073,331840,1
22631661,"2234 W WILDWOOD DR, SAN ANTONIO, TX 78201",1948,1124,225005,195300,1
22705411,"346 DONALDSON AVE, SAN ANTONIO, TX 78201",1935,3174,389039,519695,0
22741612,"26 ROSEMONT DR, SAN ANTONIO, TX 78201",1943,1359,171776,197654,1
22814933,"2011 N ELMENDORF ST, SAN ANTONIO, TX 78201",1915,612,114500,115180,1
22814988,"1338 W LULLWOOD AVE, SAN ANTONIO, TX 78201",1943,1004,169761,143119,1
22815080,"2322 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,1228,288875,254100,1
22872532,"65 VAUGHAN PL, SAN ANTONIO, TX 78201",1954,1298,223175,216348,1
22872533,"142 NORFOLK PL, SAN ANTONIO, TX 78201",1950,1536,235890,0,0
22872534,"102 BETHANY PL, SAN ANTONIO, TX 78201",1951,1201,234287,216590,1
22892375,"1622 W LAUREL, SAN ANTONIO, TX 78201",1935,998,181573,95723,0
22892517,"1513 ALHAMBRA, SAN ANTONIO, TX 78201",1946,1216,214856,134592,0
22923641,"123 RANCHO BLANCO BLVD, SAN ANTONIO, TX 78201",1950,810,187250,36750,0
22924718,"1527 W MARIPOSA DR, SAN ANTONIO, TX 78201",1947,720,103013,97450,1
22924782,"143 CORNELL AVE, SAN ANTONIO, TX 78201",1930,847,135000,131786,1
22951260,"2156 W HUISACHE AVE, SAN ANTONIO, TX 78201",1935,2561,335984,333840,1
22951261,"1710 W SUMMIT AVE, SAN ANTONIO, TX 78201",1925,1222,272317,266176,1
22951262,"1937 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1952,1716,301066,210128,0
22951263,"1935 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1949,953,268926,225000,1
22951264,"1927 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1940,2242,338717,262074,0
22951265,"1938 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1947,1291,248274,182883,1
22951266,"1934 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1943,2241,403475,247963,0
22951267,"1922 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1946,1263,216593,160105,1
22951268,"1918 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1946,1722,333119,213371,0
22951269,"1907 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1968,3149,176777,160000,1
22951270,"1914 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1943,1651,192135,134992,1
22951816,"241 PRINCETON AVE, SAN ANTONIO, TX 78201",1910,1111,199839,112004,0
22951817,"932 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1911,3426,643601,597920,1
22951819,"403 CORNELL AVE, SAN ANTONIO, TX 78201",1920,1296,172267,125939,1
22952262,"1035 SAN FRANCISCO, SAN ANTONIO, TX 78201",1945,1516,146269,142000,1
22952320,"211 ERSKINE PL, SAN ANTONIO, TX 78201",1951,2094,259042,243000,1
22952323,"122 EWING PL, SAN ANTONIO, TX 78201",1950,1376,225169,188445,1
22953044,"2015 W WILDWOOD DR, SAN ANTONIO, TX 78201",1949,1260,217676,128209,0
22953045,"2019 W WILDWOOD DR, SAN ANTONIO, TX 78201",1949,704,157589,110000,1
22953046,"2003 W WILDWOOD DR, SAN ANTONIO, TX 78201",1949,1110,213381,165000,1
22953047,"2023 W WILDWOOD DR, SAN ANTONIO, TX 78201",1949,1159,216537,118205,0
22953048,"2027 W WILDWOOD DR, SAN ANTONIO, TX 78201",1949,912,197434,165480,1
22953049,"2031 W WILDWOOD DR, SAN ANTONIO, TX 78201",1948,951,184500,125220,1
22953050,"2010 W WILDWOOD DR, SAN ANTONIO, TX 78201",1946,1176,219604,185990,1
22953051,"2014 W WILDWOOD DR, SAN ANTONIO, TX 78201",1946,672,136016,81021,1
22953052,"2006 W WILDWOOD DR, SAN ANTONIO, TX 78201",1918,1242,164790,97598,1
22953493,"706 KENTUCKY AVE, SAN ANTONIO, TX 78201",1945,990,171159,141242,1
23215097,"1135 WAVERLY AVE, SAN ANTONIO, TX 78201",1938,1110,212919,131172,0
23583378,"1022 SACRAMENTO, SAN ANTONIO, TX 78201",1954,1585,229034,176748,1
23583386,"227 RENNER DR, SAN ANTONIO, TX 78201",1959,1720,242750,278050,1
23597286,"1345 W FRENCH PL, SAN ANTONIO, TX 78201",1940,2632,292770,266159,1
23597354,"127 DALEHURST DR, SAN ANTONIO, TX 78201",1955,1727,211230,192195,1
23597423,"1614 NW 19TH ST, SAN ANTONIO, TX 78201",1938,888,121687,102480,1
23681505,"2115 N ELMENDORF ST, SAN ANTONIO, TX 78201",1915,1152,213700,71115,0
24014665,"1939 W WOODLAWN AVE, SAN ANTONIO, TX 78201",1938,1660,343628,271330,1
24014690,"2011 W WILDWOOD DR, SAN ANTONIO, TX 78201",1949,1080,151461,135450,1
24080016,"901 WAVERLY AVE, SAN ANTONIO, TX 78201",1945,2954,389906,337780,1
24080017,"2143 W SUMMIT AVE, SAN ANTONIO, TX 78201",1935,1824,432696,379746,1
24080018,"1823 W SUMMIT AVE, SAN ANTONIO, TX 78201",1946,974,220834,189952,1
24080019,"2122 W HUISACHE AVE, SAN ANTONIO, TX 78201",1939,1813,319036,317000,1
24080020,"2046 W KINGS HWY, SAN ANTONIO, TX 78201",1928,1507,252413,172085,0
24084283,"1038 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1926,1492,352031,343550,1
24420065,"1111 EL MONTE BLVD, SAN ANTONIO, TX 78201",1952,1755,237955,252780,1
24483722,"2101 SACRAMENTO, SAN ANTONIO, TX 78201",1940,2779,335277,163034,0
24533392,"1510 HERMINE BLVD, SAN ANTONIO, TX 78201",1947,744,185661,135310,1
24533393,"2426 LEE HALL, SAN ANTONIO, TX 78201",1948,975,175635,171220,1
24533394,"19 CROMWELL DR, SAN ANTONIO, TX 78201",1949,1506,249773,235220,1
24533395,"222 LEMING DR, SAN ANTONIO, TX 78201",1947,1366,251601,202783,1
24887112,"1714 EDISON DR, SAN ANTONIO, TX 78201",1930,1096,196696,197242,1
24887154,"339 E CRESTLINE DR, SAN ANTONIO, TX 78201",1958,1281,234372,197690,1
24887166,"1010 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1941,1407,283861,260000,1
24890211,"402 DONALDSON AVE, SAN ANTONIO, TX 78201",1946,2437,507407,488280,1
24890214,"335 DONALDSON AVE, SAN ANTONIO, TX 78201",1928,1306,396057,301290,0
24890215,"2318 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,2052,295356,253385,1
24890216,"2314 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,1494,297454,252865,1
24890217,"2310 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,1338,269787,252924,1
24890218,"2306 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,1228,261395,205000,1
24890219,"2323 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1947,1196,264409,232893,1
24890220,"2319 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1947,1203,236568,219760,1
24890221,"2327 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1947,1692,359268,298000,1
24890222,"2315 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1946,1542,265485,249630,1
24900761,"2403 W WILDWOOD DR, SAN ANTONIO, TX 78201",1941,1444,230154,199770,1
24900762,"2411 W WILDWOOD DR, SAN ANTONIO, TX 78201",1941,1224,178924,136000,1
24900763,"2423 W WILDWOOD DR, SAN ANTONIO, TX 78201",1941,748,154289,136600,1
24900764,"260 GREENLAWN DR, SAN ANTONIO, TX 78201",1945,1760,257250,173696,0
24901198,"938 W KINGS HWY, SAN ANTONIO, TX 78201",1920,1384,314227,247963,1
24901199,"1027 W KINGS HWY, SAN ANTONIO, TX 78201",1921,1418,344657,294330,1
24901200,"1128 FULTON AVE, SAN ANTONIO, TX 78201",1930,1252,278630,221040,1
24901201,"929 W MULBERRY AVE, SAN ANTONIO, TX 78201",1918,1772,362497,327820,1
24901204,"1023 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1950,1440,220554,218070,1
24901205,"1025 W HUISACHE AVE, SAN ANTONIO, TX 78201",1924,1773,199892,200000,1
24901206,"1026 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1920,1776,350234,315000,1
24901207,"1001 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,1824,365029,297600,1
24901208,"1021 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1907,1616,353481,309000,1
24901209,"1032 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1920,1466,265908,215000,1
24901210,"1023 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1925,1808,327203,339000,1
24901211,"1001 W MISTLETOE AVE, SAN ANTONIO, TX 78201",1920,1812,357443,303280,1
24901327,"227 E GLENVIEW DR, SAN ANTONIO, TX 78201",1954,1819,263399,224528,1
24901328,"135 SOUTHILL RD, SAN ANTONIO, TX 78201",1955,1197,180228,180580,1
24901330,"323 ALTGELT AVE, SAN ANTONIO, TX 78201",1957,1376,205548,211620,1
24901332,"343 E CRESTLINE DR, SAN ANTONIO, TX 78201",1955,1336,232437,196976,1
24901333,"335 E CRESTLINE DR, SAN ANTONIO, TX 78201",1955,1316,231993,170000,1
24901334,"347 E CRESTLINE DR, SAN ANTONIO, TX 78201",1955,1540,255824,210092,1
24901335,"331 E CRESTLINE DR, SAN ANTONIO, TX 78201",1955,1305,212604,220850,1
24901336,"338 E CRESTLINE DR, SAN ANTONIO, TX 78201",1954,1410,184713,200497,1
24901337,"342 E CRESTLINE DR, SAN ANTONIO, TX 78201",1954,1307,192860,217010,1
24901338,"327 E CRESTLINE DR, SAN ANTONIO, TX 78201",1955,1327,212459,192995,1
24901339,"334 E CRESTLINE DR, SAN ANTONIO, TX 78201",1954,1714,212586,220000,1
24901340,"346 E CRESTLINE DR, SAN ANTONIO, TX 78201",1954,1472,209800,200582,1
24901341,"330 E CRESTLINE DR, SAN ANTONIO, TX 78201",1954,2277,362250,295543,1
24901728,"1608 MARDELL ST, SAN ANTONIO, TX 78201",1942,888,210573,153000,1
24901729,"1514 SAN FRANCISCO, SAN ANTONIO, TX 78201",1945,1120,192832,128473,1
24901730,"1314 EL MONTE BLVD, SAN ANTONIO, TX 78201",1956,1468,228497,220860,1
24901731,"1710 EDISON DR, SAN ANTONIO, TX 78201",1940,1437,211496,239500,1
24901732,"1720 EDISON DR, SAN ANTONIO, TX 78201",1924,1010,180134,127258,1
24901733,"1722 EDISON DR, SAN ANTONIO, TX 78201",1947,1756,204000,299000,0
24901734,"1726 EDISON DR, SAN ANTONIO, TX 78201",1930,1110,196762,168819,1
24901735,"1704 EDISON DR, SAN ANTONIO, TX 78201",1936,1416,184526,179000,1
24901736,"1732 EDISON DR, SAN ANTONIO, TX 78201",1930,1068,185979,160543,1
24901737,"1715 EDISON DR, SAN ANTONIO, TX 78201",1950,1053,181711,130393,1
24901738,"1709 EDISON DR, SAN ANTONIO, TX 78201",1926,1016,195814,129995,1
24901739,"1719 EDISON DR, SAN ANTONIO, TX 78201",2019,1722,256500,267082,1
24903467,"207 FURR DR, SAN ANTONIO, TX 78201",1929,2150,457578,340000,0
24903468,"2107 SACRAMENTO, SAN ANTONIO, TX 78201",1940,1072,180999,127800,1
24903469,"2111 SACRAMENTO, SAN ANTONIO, TX 78201",1940,1048,175229,176410,1
24903470,"2119 SACRAMENTO, SAN ANTONIO, TX 78201",1923,1136,286216,235870,1
24903471,"2123 SACRAMENTO, SAN ANTONIO, TX 78201",1947,1036,181059,119721,1
24903472,"2127 SACRAMENTO, SAN ANTONIO, TX 78201",1964,1029,177473,159260,1
24903473,"2102 SACRAMENTO, SAN ANTONIO, TX 78201",1950,1088,192500,126000,1
24903474,"2110 SACRAMENTO, SAN ANTONIO, TX 78201",1950,1356,191519,134768,1
24903475,"2114 SACRAMENTO, SAN ANTONIO, TX 78201",1940,1176,185678,125078,1
24903845,"1623 LA MANDA BLVD, SAN ANTONIO, TX 78201",1950,1199,253521,190000,1
24905376,"1119 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1924,986,190010,139334,1
24905377,"1127 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1920,1316,266200,330890,1
24905378,"1135 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1918,892,197017,145487,1
24905379,"1139 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1937,1469,354990,305040,1
24905527,"2202 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1935,2460,390286,396210,1
24905528,"2210 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1938,2020,336915,350430,1
24905529,"2218 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1950,1338,307173,257000,1
24905530,"2205 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1936,1864,302614,249650,1
24905531,"2222 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1938,1414,246795,203920,1
24905532,"2215 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1932,1248,260291,213810,1
24905533,"2219 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1939,1170,256566,210750,1
24905534,"2226 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1940,1405,241083,205270,1
24905535,"2223 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1940,1183,227800,193960,1
24905536,"2230 W MAGNOLIA AVE, SAN ANTONIO, TX 78201",1940,1500,225615,192100,1
24906099,"1530 W CRAIG PL, SAN ANTONIO, TX 78201",1921,1064,195076,171690,1
24906100,"358 YALE AVE, SAN ANTONIO, TX 78201",1925,2354,215040,103421,0
24906101,"1333 W FRENCH PL, SAN ANTONIO, TX 78201",1940,1512,235032,167000,1
24906102,"1329 W FRENCH PL, SAN ANTONIO, TX 78201",1940,1048,236213,182000,1
24906103,"1319 W FRENCH PL, SAN ANTONIO, TX 78201",1940,1714,316176,380000,1
24906104,"1311 W FRENCH PL, SAN ANTONIO, TX 78201",1948,1602,421456,265720,0
24906105,"1309 W FRENCH PL, SAN ANTONIO, TX 78201",1913,1351,234157,117213,0
24906106,"1208 W CRAIG PL, SAN ANTONIO, TX 78201",1940,1180,199880,192560,1
24906107,"1212 W CRAIG PL, SAN ANTONIO, TX 78201",1940,1110,210886,225000,1
24906108,"1216 W CRAIG PL, SAN ANTONIO, TX 78201",1950,922,197531,173000,1
24906109,"1220 W CRAIG PL, SAN ANTONIO, TX 78201",1940,1102,184213,189360,1
24906349,"1302 W RUSSELL PL, SAN ANTONIO, TX 78201",1925,3300,292381,224695,1
24906350,"1317 W RUSSELL PL, SAN ANTONIO, TX 78201",1915,1582,300046,231932,1
24906351,"1307 W RUSSELL PL, SAN ANTONIO, TX 78201",1918,1218,261721,199932,1
24909993,"1510 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,736,191410,139500,1
24909994,"1502 EL MONTE BLVD, SAN ANTONIO, TX 78201",1946,708,179390,130740,1
24909995,"1514 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,998,187771,131832,1
24909996,"1518 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,1040,202757,136055,1
24909997,"1522 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,1356,241105,150459,0
24909998,"1526 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,708,182066,94509,0
24909999,"1507 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,1104,230960,143000,0
24910000,"1503 EL MONTE BLVD, SAN ANTONIO, TX 78201",1946,1380,154335,155024,1
24910001,"1511 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,896,159802,112410,1
24910002,"1530 EL MONTE BLVD, SAN ANTONIO, TX 78201",1947,899,197542,111060,0
24910849,"1630 SAN ANGELO, SAN ANTONIO, TX 78201",1948,656,212428,133960,0
24910850,"1622 SAN ANGELO, SAN ANTONIO, TX 78201",1961,1066,221250,120000,0
24910851,"1634 SAN ANGELO, SAN ANTONIO, TX 78201",1948,914,159645,105731,1
24910852,"1618 SAN ANGELO, SAN ANTONIO, TX 78201",1948,624,118363,107520,1
24910853,"1638 SAN ANGELO, SAN ANTONIO, TX 78201",1948,1238,178825,116672,1
24910854,"1614 SAN ANGELO, SAN ANTONIO, TX 78201",1948,1044,177028,174450,1
24910855,"1610 SAN ANGELO, SAN ANTONIO, TX 78201",1948,656,139884,88579,1
24910856,"1627 SAN ANGELO, SAN ANTONIO, TX 78201",1949,744,204750,85000,0
24910857,"1623 SAN ANGELO, SAN ANTONIO, TX 78201",1949,744,242443,161220,0
24911486,"1414 MARDELL ST, SAN ANTONIO, TX 78201",1954,1350,209160,202170,1
24911732,"1515 W LYNWOOD AVE, SAN ANTONIO, TX 78201",1927,1004,202230,183410,1
24911733,"350 DONALDSON AVE, SAN ANTONIO, TX 78201",1935,1854,395000,365130,1
24911734,"332 DONALDSON AVE, SAN ANTONIO, TX 78201",1936,2326,349245,326010,1
24911735,"347 DONALDSON AVE, SAN ANTONIO, TX 78201",1928,1174,339689,266720,1
24911736,"351 DONALDSON AVE, SAN ANTONIO, TX 78201",1936,2594,484321,312785,0
24911737,"330 DONALDSON AVE, SAN ANTONIO, TX 78201",1937,2254,429635,375100,1
24911738,"326 DONALDSON AVE, SAN ANTONIO, TX 78201",1935,2865,495913,435000,1
24944163,"1202 CLOWER, SAN ANTONIO, TX 78201",1945,1148,194832,177690,1
24989482,"1203 CLOWER, SAN ANTONIO, TX 78201",1946,1050,230189,213589,1
24989483,"1207 CLOWER, SAN ANTONIO, TX 78201",1946,728,158328,128740,1
24989484,"1211 CLOWER, SAN ANTONIO, TX 78201",1946,872,168850,147000,1
24989485,"1207 ALAMETOS, SAN ANTONIO, TX 78201",1947,672,161633,94225,1
24989486,"1226 CLOWER, SAN ANTONIO, TX 78201",1949,864,161063,117238,1
24989487,"1233 CLOWER, SAN ANTONIO, TX 78201",1962,1008,172575,125113,1
24989488,"1210 W HERMOSA DR, SAN ANTONIO, TX 78201",1946,1149,226125,224587,1
25003023,"1110 ALAMETOS, SAN ANTONIO, TX 78201",1952,744,153906,112845,1
25003024,"1114 ALAMETOS, SAN ANTONIO, TX 78201",1950,960,208000,108900,0
25003025,"1118 ALAMETOS, SAN ANTONIO, TX 78201",1940,1227,216750,186821,1
25003026,"1126 ALAMETOS, SAN ANTONIO, TX 78201",1949,1393,212280,145864,1
25003027,"1105 ALAMETOS, SAN ANTONIO, TX 78201",1948,1078,192210,172370,1
25003028,"1109 ALAMETOS, SAN ANTONIO, TX 78201",1949,630,157099,92266,1
25003029,"1119 ALAMETOS, SAN ANTONIO, TX 78201",1949,1917,263796,199697,1
25003030,"1134 ALAMETOS, SAN ANTONIO, TX 78201",1953,1262,206823,136974,1
25005422,"350 BABCOCK RD, SAN ANTONIO, TX 78201",1948,2235,323500,104550,0
25005423,"354 BABCOCK RD, SAN ANTONIO, TX 78201",1952,2621,379162,380000,1
25005424,"362 BABCOCK RD, SAN ANTONIO, TX 78201",1948,3393,430352,400000,1
25485777,"220 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1954,1258,216592,180280,1
25485778,"216 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1957,1456,187201,149713,1
25485780,"222 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1954,1404,174505,167550,1
25485781,"212 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1953,2376,231902,196385,1
25485782,"208 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1953,1487,189565,182010,1
25485783,"206 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1964,1412,187482,146444,1
25485784,"215 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1954,1107,166027,159410,1
25485785,"213 PLEASANT DR, BALCONES HEIGHTS, TX 78201",1955,1642,206365,171295,1
25653169,"330 YALE AVE, SAN ANTONIO, TX 78201",1920,1299,231500,140000,0
25683352,"1210 W HUISACHE AVE, SAN ANTONIO, TX 78201",1958,1450,193366,193470,1
25683353,"334 YALE AVE, SAN ANTONIO, TX 78201",1920,1120,184880,192450,1
25683354,"338 YALE AVE, SAN ANTONIO, TX 78201",1920,1222,193911,201850,1
25683355,"342 YALE AVE, SAN ANTONIO, TX 78201",1920,1292,203594,163667,1
25683356,"322 YALE AVE, SAN ANTONIO, TX 78201",1918,1120,199900,193419,1
25683357,"329 YALE AVE, SAN ANTONIO, TX 78201",1925,1400,192864,159612,1
25683358,"333 YALE AVE, SAN ANTONIO, TX 78201",1930,1168,182748,152959,1
25683359,"325 YALE AVE, SAN ANTONIO, TX 78201",1918,1732,255899,185240,1
25683360,"337 YALE AVE, SAN ANTONIO, TX 78201",1920,1428,194977,169367,1
25683361,"341 YALE AVE, SAN ANTONIO, TX 78201",1920,1228,213125,148295,1
25714387,"1934 W SUMMIT AVE, SAN ANTONIO, TX 78201",1931,1924,449992,368000,0
25744446,"230 VENICE, SAN ANTONIO, TX 78201",1949,1004,163199,184120,1
25744497,"1504 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1954,1560,174646,120856,1
25744583,"1427 SAN FRANCISCO, SAN ANTONIO, TX 78201",1946,1134,182609,186010,1
25768539,"619 CRESTVIEW DR, SAN ANTONIO, TX 78201",1955,1199,166262,190000,1
25768541,"111 JANIS RAE, SAN ANTONIO, TX 78201",1952,1199,210250,208750,1
25768751,"1311 EDISON DR, SAN ANTONIO, TX 78201",1948,1278,202029,136441,1
25768752,"135 CLUB DR, SAN ANTONIO, TX 78201",1953,1987,407196,319000,0
25768753,"958 SACRAMENTO, SAN ANTONIO, TX 78201",1950,1290,208054,165000,1
25768754,"1804 SANTA BARBARA, SAN ANTONIO, TX 78201",1925,1080,153153,98765,1
25768755,"1911 LEE HALL, SAN ANTONIO, TX 78201",1946,1239,196280,171929,1
25768756,"1431 SAN FRANCISCO, SAN ANTONIO, TX 78201",1946,1074,170455,173630,1
25768757,"1423 SAN FRANCISCO, SAN ANTONIO, TX 78201",1947,972,212832,220110,1
25768758,"1435 SAN FRANCISCO, SAN ANTONIO, TX 78201",1948,1008,212841,163880,1
25768759,"1419 SAN FRANCISCO, SAN ANTONIO, TX 78201",1946,1137,196307,151239,1
25768760,"1415 SAN FRANCISCO, SAN ANTONIO, TX 78201",1985,2358,440250,234783,0
25768761,"1439 SAN FRANCISCO, SAN ANTONIO, TX 78201",1949,1888,247730,186528,1
25768762,"1411 SAN FRANCISCO, SAN ANTONIO, TX 78201",1948,1020,167068,128313,1
25768763,"1407 SAN FRANCISCO, SAN ANTONIO, TX 78201",1946,1124,172782,176000,1
25768764,"1426 SAN FRANCISCO, SAN ANTONIO, TX 78201",1926,996,151370,96159,1
25768765,"1430 SAN FRANCISCO, SAN ANTONIO, TX 78201",1924,1274,219931,196970,1
25768963,"451 MARY LOUISE DR, SAN ANTONIO, TX 78201",1936,2984,707344,900,0
25768964,"215 QUENTIN DR, SAN ANTONIO, TX 78201",1949,2118,289699,251196,1
25769519,"1502 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1940,1814,269831,180595,0
25769520,"1506 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1933,1780,261959,128153,0
25769522,"1505 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1935,1260,215543,127104,0
25769523,"1507 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1959,700,195000,125000,1
25769524,"1509 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1996,1044,217240,155931,1
25769525,"1511 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1946,1655,266000,170810,0
25769526,"1513 W RIDGEWOOD CT, SAN ANTONIO, TX 78201",1947,896,199699,178850,1
25769871,"935 SAN ANGELO, SAN ANTONIO, TX 78201",1953,1076,163550,116765,1
25769872,"1525 MARDELL ST, SAN ANTONIO, TX 78201",1941,1040,171274,170290,1
